x,y,species_4 cloglog values
1.0,1.0,0.4875226
2.0,2.0,0.10675062
3.0,3.0,0.060606554
4.0,4.0,0.23376542
5.0,5.0,0.12951067
6.0,6.0,0.07144956
7.0,7.0,0.009499683
8.0,8.0,0.17786027
9.0,9.0,0.06392888
10.0,10.0,0.35085335
11.0,11.0,0.054767802
12.0,12.0,2.3597368E-5
13.0,13.0,1.7598488E-5
14.0,14.0,0.2750541
15.0,15.0,0.38462225
16.0,16.0,0.3320187
17.0,17.0,1.374911E-4
18.0,18.0,0.03496582
19.0,19.0,5.876473E-4
20.0,20.0,0.094377965
21.0,21.0,0.14865121
22.0,22.0,0.9336846
23.0,23.0,1.5208912E-4
24.0,24.0,0.02115569
25.0,25.0,8.537884E-6
26.0,26.0,0.23149635
27.0,27.0,5.582212E-5
28.0,28.0,3.198337E-5
29.0,29.0,1.6500145E-4
30.0,30.0,0.001007814
31.0,31.0,0.25238606
32.0,32.0,0.052572552
33.0,33.0,2.1661361E-4
34.0,34.0,6.33176E-5
35.0,35.0,5.7196E-6
36.0,36.0,0.43480363
37.0,37.0,0.1881893
38.0,38.0,0.6370939
39.0,39.0,0.14531566
40.0,40.0,7.2735443E-6
41.0,41.0,0.8244778
42.0,42.0,0.1909599
43.0,43.0,0.038170464
44.0,44.0,1.3209865E-4
45.0,45.0,0.16474779
46.0,46.0,0.4095403
47.0,47.0,0.20153725
48.0,48.0,0.0558701
49.0,49.0,0.12991782
50.0,50.0,2.9297586E-4
51.0,51.0,0.04201769
52.0,52.0,5.991345E-4
53.0,53.0,3.085068E-5
54.0,54.0,0.1655362
55.0,55.0,0.005809163
56.0,56.0,6.131813E-5
57.0,57.0,0.26867518
58.0,58.0,4.880175E-5
59.0,59.0,0.0028214771
60.0,60.0,0.65227413
61.0,61.0,0.0014029891
62.0,62.0,0.07387648
63.0,63.0,0.07531974
64.0,64.0,7.8604186E-5
65.0,65.0,0.5223013
66.0,66.0,0.009387897
67.0,67.0,4.7417348E-6
68.0,68.0,0.18431632
69.0,69.0,0.25643775
70.0,70.0,0.86796284
71.0,71.0,0.35084146
72.0,72.0,0.18392892
73.0,73.0,7.475703E-5
74.0,74.0,6.6035995E-5
75.0,75.0,0.007834934
76.0,76.0,4.0055698E-4
