x,y,species_1 cloglog values
1.0,1.0,0.48717812
2.0,2.0,0.9108523
3.0,3.0,0.006265802
4.0,4.0,0.008172835
5.0,5.0,0.18721594
6.0,6.0,5.8076304E-4
7.0,7.0,0.02726478
8.0,8.0,0.00128203
9.0,9.0,0.012741195
10.0,10.0,0.04713543
11.0,11.0,0.22428304
12.0,12.0,4.4248265E-4
13.0,13.0,0.27653888
14.0,14.0,3.7737853E-5
15.0,15.0,0.003815479
16.0,16.0,2.2115983E-4
17.0,17.0,0.03824929
18.0,18.0,0.4103223
19.0,19.0,0.078664824
20.0,20.0,0.011632421
21.0,21.0,0.4301029
22.0,22.0,0.27051443
23.0,23.0,0.3550679
24.0,24.0,0.21929176
25.0,25.0,0.10828807
26.0,26.0,0.0012742527
27.0,27.0,0.0059397593
28.0,28.0,0.06858727
29.0,29.0,0.09694287
30.0,30.0,0.1557782
31.0,31.0,0.39863256
32.0,32.0,0.7345304
33.0,33.0,0.4175534
34.0,34.0,0.1975248
35.0,35.0,0.0915271
36.0,36.0,0.25828028
37.0,37.0,0.019530052
38.0,38.0,0.19447678
39.0,39.0,0.037953828
40.0,40.0,0.23839739
41.0,41.0,0.032468643
42.0,42.0,0.0027681259
43.0,43.0,0.19138484
44.0,44.0,0.013476159
45.0,45.0,0.13325714
46.0,46.0,0.43798307
47.0,47.0,0.4178516
48.0,48.0,1.3572603E-4
49.0,49.0,0.04735789
50.0,50.0,0.36115584
51.0,51.0,7.6081266E-4
52.0,52.0,0.7081561
53.0,53.0,0.39192086
54.0,54.0,0.0030686967
55.0,55.0,0.44163343
56.0,56.0,0.2892044
57.0,57.0,2.4419313E-4
58.0,58.0,0.048384607
59.0,59.0,0.4486911
60.0,60.0,0.073977605
61.0,61.0,3.6486777E-4
62.0,62.0,9.776463E-4
63.0,63.0,0.3120693
64.0,64.0,0.017301084
65.0,65.0,0.31888887
66.0,66.0,0.41949552
67.0,67.0,0.004458878
68.0,68.0,0.6172919
69.0,69.0,0.028875697
70.0,70.0,0.2665251
71.0,71.0,0.024001645
72.0,72.0,0.40737286
